year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,9,3,1415,1420,-5,1531,1542,-11,EV,4171,N13913,EWR,MSN,118,799,14,20,2013-09-03T18:00:00Z
2013,9,3,1418,1420,-2,1529,1555,-26,AA,337,N473AA,LGA,ORD,107,733,14,20,2013-09-03T18:00:00Z
2013,9,3,1422,1420,2,1551,1553,-2,FL,721,N966AT,LGA,CAK,64,397,14,20,2013-09-03T18:00:00Z
2013,9,3,1423,1329,54,1717,1625,52,UA,330,N844UA,EWR,PBI,157,1023,13,29,2013-09-03T17:00:00Z
2013,9,3,1425,1425,0,1604,1554,10,B6,2402,N283JB,JFK,BUF,59,301,14,25,2013-09-03T18:00:00Z
2013,9,3,1425,1405,20,1523,1516,7,B6,2480,N236JB,EWR,BOS,40,200,14,5,2013-09-03T18:00:00Z
2013,9,3,1426,1430,-4,1725,1735,-10,B6,301,N563JB,JFK,FLL,158,1069,14,30,2013-09-03T18:00:00Z
2013,9,3,1426,1425,1,1620,1701,-41,UA,866,N461UA,EWR,LAS,273,2227,14,25,2013-09-03T18:00:00Z
2013,9,3,1427,1430,-3,1709,1725,-16,B6,325,N584JB,JFK,TPA,143,1005,14,30,2013-09-03T18:00:00Z
2013,9,3,1428,1433,-5,1554,1607,-13,UA,667,N830UA,EWR,CLE,64,404,14,33,2013-09-03T18:00:00Z
2013,9,3,1429,1429,0,1812,1830,-18,B6,703,N570JB,JFK,SJU,203,1598,14,29,2013-09-03T18:00:00Z
2013,9,3,1433,1438,-5,1528,1550,-22,EV,4372,N19554,EWR,DCA,39,199,14,38,2013-09-03T18:00:00Z
2013,9,3,1434,1440,-6,1614,1640,-26,DL,1231,N327NB,LGA,DTW,77,502,14,40,2013-09-03T18:00:00Z
2013,9,3,1435,1430,5,1709,1734,-25,UA,1493,N76504,EWR,LAX,312,2454,14,30,2013-09-03T18:00:00Z
2013,9,3,1436,1411,25,1717,1702,15,B6,1883,N523JB,JFK,MCO,140,944,14,11,2013-09-03T18:00:00Z
2013,9,3,1439,1440,-1,1628,1642,-14,DL,1819,N923DN,LGA,MSP,142,1020,14,40,2013-09-03T18:00:00Z
2013,9,3,1439,1449,-10,1728,1750,-22,UA,501,N479UA,LGA,IAH,211,1416,14,49,2013-09-03T18:00:00Z
2013,9,3,1439,1423,16,1702,1709,-7,UA,1695,N12221,EWR,IAH,178,1400,14,23,2013-09-03T18:00:00Z
2013,9,3,1440,1315,85,1621,1516,65,EV,5615,N615QX,LGA,CMH,70,479,13,15,2013-09-03T17:00:00Z
2013,9,3,1440,1428,12,1600,1548,12,EV,5712,N820AS,JFK,IAD,54,228,14,28,2013-09-03T18:00:00Z
2013,9,3,1440,1425,15,1707,1650,17,MQ,3669,N537MQ,LGA,ATL,102,762,14,25,2013-09-03T18:00:00Z
2013,9,3,1441,1440,1,1750,1742,8,DL,1902,N318NB,LGA,PBI,168,1035,14,40,2013-09-03T18:00:00Z
2013,9,3,1443,1445,-2,1716,1720,-4,B6,477,N238JB,JFK,JAX,126,828,14,45,2013-09-03T18:00:00Z
2013,9,3,1444,1445,-1,1742,1758,-16,UA,841,N525UA,JFK,LAX,306,2475,14,45,2013-09-03T18:00:00Z
2013,9,3,1445,1455,-10,1629,1630,-1,9E,3754,N8977A,JFK,IAD,47,228,14,55,2013-09-03T18:00:00Z
2013,9,3,1446,1446,0,1605,1628,-23,EV,4596,N11535,EWR,STL,125,872,14,46,2013-09-03T18:00:00Z
2013,9,3,1446,1448,-2,1637,1653,-16,US,1995,N196UW,LGA,CLT,85,544,14,48,2013-09-03T18:00:00Z
2013,9,3,1447,1429,18,1636,1629,7,EV,4687,N11565,EWR,CVG,92,569,14,29,2013-09-03T18:00:00Z
2013,9,3,1447,1455,-8,1716,1728,-12,9E,3593,N8506C,JFK,IND,97,665,14,55,2013-09-03T18:00:00Z
2013,9,3,1448,1445,3,1810,1747,23,B6,1171,N519JB,LGA,FLL,164,1076,14,45,2013-09-03T18:00:00Z
2013,9,3,1449,1453,-4,1727,1652,35,EV,4370,N13908,EWR,CHS,99,628,14,53,2013-09-03T18:00:00Z
2013,9,3,1449,1455,-6,1622,1630,-8,MQ,3231,N698MQ,JFK,PIT,64,340,14,55,2013-09-03T18:00:00Z
2013,9,3,1450,1450,0,1806,1755,11,UA,469,N473UA,EWR,FLL,167,1065,14,50,2013-09-03T18:00:00Z
2013,9,3,1450,1345,65,1632,1520,72,MQ,3305,N506MQ,LGA,RDU,71,431,13,45,2013-09-03T17:00:00Z
2013,9,3,1450,1455,-5,1646,1640,6,MQ,3359,N810MQ,JFK,RDU,72,427,14,55,2013-09-03T18:00:00Z
2013,9,3,1450,1453,-3,1727,1747,-20,UA,1270,N37253,EWR,MCO,140,937,14,53,2013-09-03T18:00:00Z
2013,9,3,1450,1500,-10,1601,1612,-11,US,2152,N948UW,LGA,BOS,47,184,15,0,2013-09-03T19:00:00Z
2013,9,3,1451,1455,-4,1606,1615,-9,EV,3834,N29906,EWR,IAD,53,212,14,55,2013-09-03T18:00:00Z
2013,9,3,1451,1456,-5,1645,1637,8,9E,3868,N8800G,JFK,ORF,51,290,14,56,2013-09-03T18:00:00Z
2013,9,3,1451,1440,11,1642,1647,-5,B6,575,N198JB,JFK,MSY,146,1182,14,40,2013-09-03T18:00:00Z
2013,9,3,1452,1459,-7,1802,1746,16,B6,581,N346JB,JFK,HOU,196,1428,14,59,2013-09-03T18:00:00Z
2013,9,3,1452,1500,-8,1608,1624,-16,US,2185,N770UW,LGA,DCA,49,214,15,0,2013-09-03T19:00:00Z
2013,9,3,1453,1459,-6,1720,1730,-10,EV,4377,N13914,EWR,JAX,125,820,14,59,2013-09-03T18:00:00Z
2013,9,3,1454,1455,-1,1756,1755,1,DL,2181,N322NB,LGA,MCO,143,950,14,55,2013-09-03T18:00:00Z
2013,9,3,1454,1505,-11,1619,1639,-20,UA,454,N488UA,LGA,ORD,110,733,15,5,2013-09-03T19:00:00Z
2013,9,3,1455,1500,-5,1700,1654,6,US,802,N194UW,EWR,CLT,87,529,15,0,2013-09-03T19:00:00Z
2013,9,3,1456,1455,1,1652,1645,7,MQ,2815,N638MQ,JFK,CLE,72,425,14,55,2013-09-03T18:00:00Z
2013,9,3,1456,1459,-3,1805,1807,-2,UA,1183,N37470,EWR,RSW,161,1068,14,59,2013-09-03T18:00:00Z
2013,9,3,1457,1445,12,1630,1624,6,9E,3393,N918XJ,JFK,DCA,50,213,14,45,2013-09-03T18:00:00Z
2013,9,3,1457,1500,-3,1820,1819,1,DL,161,N177DN,JFK,SEA,332,2422,15,0,2013-09-03T19:00:00Z
2013,9,3,1457,1500,-3,1616,1631,-15,UA,635,N447UA,EWR,ORD,107,719,15,0,2013-09-03T19:00:00Z
2013,9,3,1457,1450,7,1725,1744,-19,UA,1200,N39726,EWR,SAN,309,2425,14,50,2013-09-03T18:00:00Z
2013,9,3,1457,1453,4,1750,1811,-21,UA,1205,N16234,EWR,SFO,329,2565,14,53,2013-09-03T18:00:00Z
2013,9,3,1500,1505,-5,1746,1753,-7,UA,350,N563UA,EWR,TPA,142,997,15,5,2013-09-03T19:00:00Z
2013,9,3,1501,1505,-4,1705,1701,4,EV,4326,N24128,EWR,CLT,97,529,15,5,2013-09-03T19:00:00Z
2013,9,3,1501,1459,2,1731,1734,-3,DL,2347,N996DL,LGA,ATL,101,762,14,59,2013-09-03T18:00:00Z
2013,9,3,1502,1510,-8,1612,1641,-29,EV,4191,N16999,EWR,BNA,108,748,15,10,2013-09-03T19:00:00Z
2013,9,3,1502,1450,12,1639,1637,2,EV,5675,N21197,EWR,CMH,70,463,14,50,2013-09-03T18:00:00Z
2013,9,3,1502,1455,7,1623,1614,9,DL,1164,N353NW,JFK,BOS,38,187,14,55,2013-09-03T18:00:00Z
2013,9,3,1502,1507,-5,1717,1729,-12,UA,745,N565UA,LGA,DEN,213,1620,15,7,2013-09-03T19:00:00Z
2013,9,3,1503,1500,3,1739,1758,-19,B6,83,N709JB,JFK,MCO,138,944,15,0,2013-09-03T19:00:00Z
2013,9,3,1504,1505,-1,1657,1655,2,MQ,3391,N823MQ,LGA,CMH,74,479,15,5,2013-09-03T19:00:00Z
2013,9,3,1505,1505,0,1848,1830,18,AA,145,N5EWAA,JFK,MIA,165,1089,15,5,2013-09-03T19:00:00Z
2013,9,3,1507,1510,-3,1644,1630,14,MQ,3433,N521MQ,JFK,DCA,48,213,15,10,2013-09-03T19:00:00Z
2013,9,3,1508,1430,38,1651,1626,25,EV,5044,N582CA,EWR,MSP,141,1008,14,30,2013-09-03T18:00:00Z
2013,9,3,1509,1510,-1,1911,1920,-9,AA,95,N5FLAA,JFK,SJU,203,1598,15,10,2013-09-03T19:00:00Z
2013,9,3,1510,1439,31,1643,1607,36,9E,3712,N8409N,JFK,BWI,35,184,14,39,2013-09-03T18:00:00Z
2013,9,3,1510,1455,15,1828,1750,38,AA,2285,N5FPAA,JFK,MCO,137,944,14,55,2013-09-03T18:00:00Z
2013,9,3,1510,1510,0,1740,1735,5,MQ,3202,N688MQ,JFK,IND,100,665,15,10,2013-09-03T19:00:00Z
2013,9,3,1512,1520,-8,1644,1705,-21,AA,341,N569AA,LGA,ORD,113,733,15,20,2013-09-03T19:00:00Z
2013,9,3,1512,1520,-8,1843,1838,5,DL,1982,N362NB,LGA,MIA,165,1096,15,20,2013-09-03T19:00:00Z
2013,9,3,1512,1450,22,1703,1645,18,MQ,3588,N512MQ,LGA,MSP,143,1020,14,50,2013-09-03T18:00:00Z
2013,9,3,1514,1445,29,1651,1626,25,9E,3318,N926XJ,JFK,BUF,56,301,14,45,2013-09-03T18:00:00Z
2013,9,3,1514,1520,-6,1730,1740,-10,MQ,3532,N724MQ,LGA,XNA,159,1147,15,20,2013-09-03T19:00:00Z
2013,9,3,1516,1505,11,1759,1810,-11,AA,1155,N3AMAA,LGA,DFW,176,1389,15,5,2013-09-03T19:00:00Z
2013,9,3,1517,1508,9,1736,1706,30,EV,4572,N16541,EWR,GSP,96,594,15,8,2013-09-03T19:00:00Z
2013,9,3,1518,1530,-12,1714,1721,-7,UA,207,N821UA,LGA,CLE,68,419,15,30,2013-09-03T19:00:00Z
2013,9,3,1519,1520,-1,1803,1814,-11,UA,1600,N17139,EWR,LAX,304,2454,15,20,2013-09-03T19:00:00Z
2013,9,3,1521,1515,6,1801,1810,-9,AA,320,N4WNAA,EWR,DFW,177,1372,15,15,2013-09-03T19:00:00Z
2013,9,3,1521,1520,1,1806,1810,-4,UA,404,N439UA,EWR,IAH,181,1400,15,20,2013-09-03T19:00:00Z
2013,9,3,1523,1529,-6,1812,1836,-24,UA,375,N410UA,EWR,SEA,326,2402,15,29,2013-09-03T19:00:00Z
2013,9,3,1524,1528,-4,1733,1737,-4,EV,4181,N13202,EWR,MCI,147,1092,15,28,2013-09-03T19:00:00Z
2013,9,3,1525,1530,-5,1646,1645,1,WN,1350,N382SW,EWR,MDW,104,711,15,30,2013-09-03T19:00:00Z
2013,9,3,1527,1520,7,1708,1715,-7,EV,5623,N759EV,LGA,DTW,72,502,15,20,2013-09-03T19:00:00Z
2013,9,3,1527,1529,-2,1839,1846,-7,UA,1480,N26123,EWR,SFO,329,2565,15,29,2013-09-03T19:00:00Z
2013,9,3,1528,1530,-2,1844,1845,-1,AA,85,N358AA,JFK,SFO,335,2586,15,30,2013-09-03T19:00:00Z
2013,9,3,1529,1530,-1,1903,1853,10,DL,141,N713TW,JFK,SFO,327,2586,15,30,2013-09-03T19:00:00Z
2013,9,3,1529,1530,-1,1856,1843,13,DL,1163,N188DN,JFK,LAX,308,2475,15,30,2013-09-03T19:00:00Z
2013,9,3,1531,1455,36,1852,1750,62,MQ,3070,N531MQ,JFK,TPA,133,1005,14,55,2013-09-03T18:00:00Z
2013,9,3,1531,1535,-4,1802,1816,-14,DL,1773,N383DN,JFK,LAS,289,2248,15,35,2013-09-03T19:00:00Z
2013,9,3,1531,1530,1,1707,1715,-8,WN,1013,N939WN,LGA,STL,120,888,15,30,2013-09-03T19:00:00Z
2013,9,3,1531,1527,4,1711,1701,10,UA,550,N496UA,EWR,CLE,64,404,15,27,2013-09-03T19:00:00Z
2013,9,3,1532,1529,3,1749,1747,2,UA,1107,N75426,EWR,DEN,214,1605,15,29,2013-09-03T19:00:00Z
2013,9,3,1533,1530,3,1734,1755,-21,9E,3347,N604LR,JFK,DTW,80,509,15,30,2013-09-03T19:00:00Z
2013,9,3,1534,1535,-1,1851,1859,-8,UA,257,N596UA,JFK,SFO,322,2586,15,35,2013-09-03T19:00:00Z
2013,9,3,1536,1530,6,1748,1743,5,EV,4684,N15910,EWR,SDF,97,642,15,30,2013-09-03T19:00:00Z
2013,9,3,1536,1459,37,1859,1814,45,AA,2297,N3KGAA,LGA,MIA,165,1096,14,59,2013-09-03T18:00:00Z
2013,9,3,1538,1539,-1,1705,1648,17,US,1714,N950UW,LGA,PHL,42,96,15,39,2013-09-03T19:00:00Z
2013,9,3,1539,1500,39,1833,1804,29,DL,1935,N357NB,LGA,TPA,137,1010,15,0,2013-09-03T19:00:00Z
2013,9,3,1540,1540,0,1949,1901,48,DL,2280,N952DL,JFK,FLL,166,1069,15,40,2013-09-03T19:00:00Z
2013,9,3,1541,1545,-4,1731,1733,-2,9E,3459,N921XJ,JFK,BNA,106,765,15,45,2013-09-03T19:00:00Z
2013,9,3,1543,1525,18,1822,1840,-18,AA,133,N328AA,JFK,LAX,302,2475,15,25,2013-09-03T19:00:00Z
2013,9,3,1543,1545,-2,1928,1939,-11,DL,4,N3748Y,JFK,SJU,197,1598,15,45,2013-09-03T19:00:00Z
2013,9,3,1544,1545,-1,1821,1818,3,DL,843,N387DA,JFK,ATL,108,760,15,45,2013-09-03T19:00:00Z
2013,9,3,1545,1459,46,1819,1801,18,UA,271,N805UA,EWR,AUS,181,1504,14,59,2013-09-03T18:00:00Z
2013,9,3,1547,1538,9,1752,1742,10,US,1899,N740UW,LGA,CLT,84,544,15,38,2013-09-03T19:00:00Z
2013,9,3,1548,1535,13,1750,1750,0,WN,1873,N965WN,EWR,DEN,211,1605,15,35,2013-09-03T19:00:00Z
2013,9,3,1549,1550,-1,1804,1818,-14,9E,3488,N934XJ,LGA,MCI,149,1107,15,50,2013-09-03T19:00:00Z
2013,9,3,1551,1545,6,1704,1705,-1,AA,256,N3BAAA,JFK,BOS,39,187,15,45,2013-09-03T19:00:00Z
2013,9,3,1552,1559,-7,1828,1853,-25,UA,1593,N24212,EWR,MCO,136,937,15,59,2013-09-03T19:00:00Z
2013,9,3,1553,1559,-6,1712,1730,-18,B6,1734,N348JB,JFK,BTV,47,266,15,59,2013-09-03T19:00:00Z
2013,9,3,1553,1545,8,1848,1855,-7,DL,31,N371DA,JFK,SLC,254,1990,15,45,2013-09-03T19:00:00Z
2013,9,3,1554,1600,-6,1853,1849,4,B6,543,N638JB,EWR,PBI,155,1023,16,0,2013-09-03T20:00:00Z
2013,9,3,1556,1600,-4,1829,1905,-36,AA,1156,N3KNAA,LGA,DFW,175,1389,16,0,2013-09-03T20:00:00Z
2013,9,3,1556,1557,-1,1737,1727,10,UA,1177,N53441,EWR,ORD,106,719,15,57,2013-09-03T19:00:00Z
2013,9,3,1556,1559,-3,1718,1719,-1,MQ,3748,N528MQ,EWR,ORD,102,719,15,59,2013-09-03T19:00:00Z
2013,9,3,1557,1600,-3,1906,1852,14,DL,2459,N3730B,JFK,MCO,135,944,16,0,2013-09-03T20:00:00Z
2013,9,3,1557,1600,-3,1708,1718,-10,US,2154,N967UW,LGA,BOS,38,184,16,0,2013-09-03T20:00:00Z
2013,9,3,1558,1559,-1,1751,1750,1,EV,3846,N18557,EWR,AVL,86,583,15,59,2013-09-03T19:00:00Z
2013,9,3,1558,1600,-2,1716,1723,-7,US,2187,N755US,LGA,DCA,43,214,16,0,2013-09-03T20:00:00Z
2013,9,3,1600,1605,-5,1757,1806,-9,EV,4576,N12157,EWR,GRR,87,605,16,5,2013-09-03T20:00:00Z
2013,9,3,1600,1605,-5,1821,1826,-5,9E,3448,N936XJ,JFK,CVG,87,589,16,5,2013-09-03T20:00:00Z
2013,9,3,1601,1600,1,1811,1755,16,MQ,2793,N689MQ,JFK,CMH,71,483,16,0,2013-09-03T20:00:00Z
2013,9,3,1604,1600,4,1833,1835,-2,DL,221,N972DL,LGA,ATL,107,762,16,0,2013-09-03T20:00:00Z
2013,9,3,1605,1605,0,1900,1918,-18,DL,706,N3766,JFK,AUS,185,1521,16,5,2013-09-03T20:00:00Z
2013,9,3,1606,1555,11,1809,1755,14,MQ,3199,N516MQ,LGA,CLT,86,544,15,55,2013-09-03T19:00:00Z
2013,9,3,1607,1600,7,1742,1757,-15,9E,3523,N602LR,JFK,ORD,118,740,16,0,2013-09-03T20:00:00Z
2013,9,3,1609,1615,-6,1811,1823,-12,DL,1619,N997DL,LGA,MSP,147,1020,16,15,2013-09-03T20:00:00Z
2013,9,3,1610,1615,-5,1759,1823,-24,EV,3849,N14991,EWR,CVG,89,569,16,15,2013-09-03T20:00:00Z
2013,9,3,1611,1615,-4,1912,1915,-3,AA,65,N3JMAA,JFK,DFW,178,1391,16,15,2013-09-03T20:00:00Z
2013,9,3,1611,1620,-9,1934,1935,-1,AA,172,N3GRAA,EWR,MIA,164,1085,16,20,2013-09-03T20:00:00Z
2013,9,3,1611,1614,-3,1714,1734,-20,UA,568,N419UA,EWR,BOS,38,200,16,14,2013-09-03T20:00:00Z
2013,9,3,1612,1555,17,1841,1805,36,MQ,3075,N659MQ,JFK,CVG,94,589,15,55,2013-09-03T19:00:00Z
2013,9,3,1612,1606,6,1902,1909,-7,B6,283,N561JB,JFK,MCO,135,944,16,6,2013-09-03T20:00:00Z
2013,9,3,1615,1620,-5,1945,1940,5,AA,1410,N3BLAA,LGA,MIA,162,1096,16,20,2013-09-03T20:00:00Z
2013,9,3,1615,1615,0,1834,1845,-11,MQ,3357,N0EGMQ,LGA,ATL,104,762,16,15,2013-09-03T20:00:00Z
2013,9,3,1617,1600,17,1812,1818,-6,9E,3540,N914XJ,JFK,MSP,149,1029,16,0,2013-09-03T20:00:00Z
2013,9,3,1618,1625,-7,1939,1928,11,B6,1117,N510JB,LGA,TPA,139,1010,16,25,2013-09-03T20:00:00Z
2013,9,3,1618,1625,-7,1810,1831,-21,DL,2231,N325US,LGA,DTW,77,502,16,25,2013-09-03T20:00:00Z
2013,9,3,1619,1619,0,1910,1943,-33,UA,1284,N73406,EWR,SFO,330,2565,16,19,2013-09-03T20:00:00Z
2013,9,3,1620,1625,-5,1825,1844,-19,EV,5601,N718EV,LGA,CLT,86,544,16,25,2013-09-03T20:00:00Z
2013,9,3,1620,1605,15,1753,1755,-2,AA,343,N546AA,LGA,ORD,112,733,16,5,2013-09-03T20:00:00Z
2013,9,3,1622,1625,-3,1934,1955,-21,DL,1373,N361NW,JFK,MIA,158,1089,16,25,2013-09-03T20:00:00Z
2013,9,3,1623,1625,-2,1735,1743,-8,EV,4473,N13538,EWR,ROC,45,246,16,25,2013-09-03T20:00:00Z
2013,9,3,1623,1627,-4,1800,1754,6,EV,6101,N12967,LGA,IAD,55,229,16,27,2013-09-03T20:00:00Z
2013,9,3,1624,1630,-6,1820,1825,-5,EV,5461,N605QX,LGA,RDU,70,431,16,30,2013-09-03T20:00:00Z
2013,9,3,1624,1630,-6,1846,1916,-30,UA,1178,N17105,EWR,IAH,176,1400,16,30,2013-09-03T20:00:00Z
2013,9,3,1625,1625,0,1734,1756,-22,DL,402,N302NB,JFK,BOS,35,187,16,25,2013-09-03T20:00:00Z
2013,9,3,1626,1550,36,1818,1753,25,EV,4667,N11193,EWR,MSP,148,1008,15,50,2013-09-03T19:00:00Z
2013,9,3,1626,1624,2,1818,1842,-24,UA,1139,N76526,EWR,DEN,210,1605,16,24,2013-09-03T20:00:00Z
2013,9,3,1627,1635,-8,1918,1938,-20,B6,89,N580JB,JFK,SAN,310,2446,16,35,2013-09-03T20:00:00Z
2013,9,3,1629,1629,0,1944,1927,17,B6,1161,N558JB,LGA,PBI,149,1035,16,29,2013-09-03T20:00:00Z
2013,9,3,1629,1642,-13,1818,1837,-19,DL,545,N364NW,EWR,DTW,79,488,16,42,2013-09-03T20:00:00Z
2013,9,3,1629,1600,29,1756,1739,17,UA,685,N475UA,LGA,ORD,109,733,16,0,2013-09-03T20:00:00Z
2013,9,3,1632,1636,-4,1807,1814,-7,EV,4702,N13969,EWR,GSO,74,445,16,36,2013-09-03T20:00:00Z
2013,9,3,1632,1635,-3,1909,1944,-35,B6,423,N635JB,JFK,LAX,302,2475,16,35,2013-09-03T20:00:00Z
2013,9,3,1634,1630,4,1939,2000,-21,VX,27,N835VA,JFK,SFO,325,2586,16,30,2013-09-03T20:00:00Z
2013,9,3,1638,1645,-7,1829,1913,-44,EV,4328,N13133,EWR,MSY,154,1167,16,45,2013-09-03T20:00:00Z
2013,9,3,1638,1630,8,1920,1940,-20,AA,181,N332AA,JFK,LAX,301,2475,16,30,2013-09-03T20:00:00Z
2013,9,3,1639,1636,3,1748,1805,-17,B6,918,N273JB,JFK,BOS,39,187,16,36,2013-09-03T20:00:00Z
2013,9,3,1640,1552,48,1811,1736,35,EV,5091,N398CA,LGA,PIT,54,335,15,52,2013-09-03T19:00:00Z
2013,9,3,1640,1645,-5,1756,1820,-24,MQ,3216,N604MQ,JFK,ORF,54,290,16,45,2013-09-03T20:00:00Z
2013,9,3,1641,1645,-4,1815,1827,-12,B6,2302,N216JB,JFK,BUF,70,301,16,45,2013-09-03T20:00:00Z
2013,9,3,1643,1630,13,1956,1945,11,B6,1801,N784JB,JFK,FLL,161,1069,16,30,2013-09-03T20:00:00Z
2013,9,3,1644,1432,132,1814,1559,135,EV,5713,N828AS,LGA,IAD,56,229,14,32,2013-09-03T18:00:00Z
2013,9,3,1644,1625,19,1801,1750,11,MQ,3622,N542MQ,LGA,BNA,104,764,16,25,2013-09-03T20:00:00Z
2013,9,3,1645,1649,-4,1851,1903,-12,EV,4294,N14972,EWR,SAV,105,708,16,49,2013-09-03T20:00:00Z
2013,9,3,1645,1655,-10,1830,1845,-15,AA,2223,N471AA,LGA,STL,121,888,16,55,2013-09-03T20:00:00Z
2013,9,3,1646,1648,-2,1857,1919,-22,EV,4705,N21154,EWR,ATL,102,746,16,48,2013-09-03T20:00:00Z
2013,9,3,1649,1655,-6,1839,1840,-1,MQ,3411,N722MQ,LGA,RDU,69,431,16,55,2013-09-03T20:00:00Z
2013,9,3,1650,1700,-10,1955,1953,2,DL,1585,N363NW,LGA,MCO,136,950,17,0,2013-09-03T21:00:00Z
2013,9,3,1650,1652,-2,1759,1823,-24,UA,708,N850UA,EWR,ORD,106,719,16,52,2013-09-03T20:00:00Z
2013,9,3,1650,1650,0,1932,1954,-22,UA,1721,N37437,EWR,LAX,311,2454,16,50,2013-09-03T20:00:00Z
2013,9,3,1651,1700,-9,1809,1825,-16,US,2189,N754UW,LGA,DCA,46,214,17,0,2013-09-03T21:00:00Z
2013,9,3,1652,1655,-3,1812,1814,-2,EV,4113,N14570,EWR,RIC,56,277,16,55,2013-09-03T20:00:00Z
2013,9,3,1652,1700,-8,1814,1815,-1,US,2156,N946UW,LGA,BOS,37,184,17,0,2013-09-03T21:00:00Z
2013,9,3,1654,1700,-6,1840,1855,-15,AA,199,N3KPAA,JFK,ORD,113,740,17,0,2013-09-03T21:00:00Z
2013,9,3,1655,1535,80,2007,1850,77,B6,1729,N637JB,JFK,RSW,150,1074,15,35,2013-09-03T19:00:00Z
2013,9,3,1656,1700,-4,1936,1955,-19,AA,211,N3HLAA,JFK,IAH,181,1417,17,0,2013-09-03T21:00:00Z
2013,9,3,1656,1700,-4,1922,1937,-15,DL,1499,N999DN,LGA,ATL,103,762,17,0,2013-09-03T21:00:00Z
2013,9,3,1657,1700,-3,1851,1912,-21,B6,1119,N266JB,JFK,CLT,85,541,17,0,2013-09-03T21:00:00Z
2013,9,3,1658,1530,88,1921,1754,87,EV,5199,N708EV,LGA,CHS,95,641,15,30,2013-09-03T19:00:00Z
2013,9,3,1658,1659,-1,1849,1905,-16,9E,3932,N8888D,EWR,CVG,84,569,16,59,2013-09-03T20:00:00Z
2013,9,3,1658,1700,-2,1952,2018,-26,DL,95,N722TW,JFK,LAX,311,2475,17,0,2013-09-03T21:00:00Z
2013,9,3,1659,1555,64,1829,1744,45,B6,1105,N309JB,JFK,ORD,114,740,15,55,2013-09-03T19:00:00Z
2013,9,3,1659,1659,0,1911,1920,-9,DL,2042,N341NB,EWR,ATL,101,746,16,59,2013-09-03T20:00:00Z
2013,9,3,1659,1700,-1,1931,2007,-36,UA,1078,N18223,EWR,SAT,195,1569,17,0,2013-09-03T21:00:00Z
2013,9,3,1659,1703,-4,1914,1912,2,US,894,N167US,LGA,CLT,89,544,17,3,2013-09-03T21:00:00Z
2013,9,3,1700,1712,-12,1853,1907,-14,B6,1185,N231JB,JFK,RDU,72,427,17,12,2013-09-03T21:00:00Z
2013,9,3,1700,1700,0,1957,2008,-11,DL,1394,N380DA,JFK,PDX,322,2454,17,0,2013-09-03T21:00:00Z
2013,9,3,1700,1708,-8,1930,1930,0,UA,509,N562UA,LGA,DEN,219,1620,17,8,2013-09-03T21:00:00Z
2013,9,3,1700,1700,0,1848,1839,9,UA,689,N427UA,LGA,ORD,109,733,17,0,2013-09-03T21:00:00Z
2013,9,3,1702,1700,2,1924,1945,-21,AA,45,N5CRAA,JFK,LAS,285,2248,17,0,2013-09-03T21:00:00Z
2013,9,3,1702,1710,-8,1834,1835,-1,MQ,3365,N848MQ,JFK,DCA,53,213,17,10,2013-09-03T21:00:00Z
2013,9,3,1703,1710,-7,1916,2000,-44,UA,370,N836UA,EWR,DFW,170,1372,17,10,2013-09-03T21:00:00Z
2013,9,3,1704,1711,-7,1823,1851,-28,B6,1516,N190JB,JFK,SYR,45,209,17,11,2013-09-03T21:00:00Z
2013,9,3,1704,1715,-11,1920,1940,-20,9E,3310,N925XJ,JFK,MCI,143,1113,17,15,2013-09-03T21:00:00Z
2013,9,3,1705,1656,9,1948,2001,-13,UA,1554,N77295,EWR,PDX,331,2434,16,56,2013-09-03T20:00:00Z
2013,9,3,1707,1529,98,1941,1821,80,B6,573,N624JB,EWR,TPA,139,997,15,29,2013-09-03T19:00:00Z
2013,9,3,1708,1635,33,1831,1800,31,WN,4209,N400WN,LGA,MDW,104,725,16,35,2013-09-03T20:00:00Z
2013,9,3,1710,1711,-1,2002,2039,-37,B6,167,N535JB,JFK,OAK,325,2576,17,11,2013-09-03T21:00:00Z
2013,9,3,1711,1710,1,1839,1901,-22,EV,4411,N18556,EWR,MEM,130,946,17,10,2013-09-03T21:00:00Z
2013,9,3,1711,1706,5,2100,2111,-11,B6,803,N526JB,JFK,SJU,198,1598,17,6,2013-09-03T21:00:00Z
2013,9,3,1712,1715,-3,1852,1905,-13,AA,345,N4XFAA,LGA,ORD,111,733,17,15,2013-09-03T21:00:00Z
2013,9,3,1712,1720,-8,1925,1920,5,MQ,3556,N510MQ,LGA,DTW,80,502,17,20,2013-09-03T21:00:00Z
2013,9,3,1713,1700,13,2001,1954,7,UA,525,N453UA,LGA,IAH,186,1416,17,0,2013-09-03T21:00:00Z
2013,9,3,1715,1700,15,2002,2000,2,AA,1171,N3GFAA,LGA,DFW,181,1389,17,0,2013-09-03T21:00:00Z
2013,9,3,1715,1710,5,1952,2005,-13,DL,2471,N3741S,EWR,SLC,262,1969,17,10,2013-09-03T21:00:00Z
2013,9,3,1716,1545,91,1932,1805,87,DL,1942,N352NW,EWR,ATL,104,746,15,45,2013-09-03T19:00:00Z
